nom,line,mode,order,lat,lon,arrondissement,figure_historique,couleur,ouverte_apres_1980,rive_gauche,has_rer,has_tram
Les Noues,D,RER,7,49.03307204384692,2.477713962139221,95,0,0,0,0,1,0
Goussainville,D,RER,8,49.02341075826703,2.4625658079312593,95,0,0,0,0,1,0
Villiers-le-Bel - Gonesse - Arnouville,D,RER,9,48.99377204005172,2.4162467958973055,95,0,0,0,0,1,0
Garges - Sarcelles,D,RER,10,48.97632635843972,2.3899547555239407,95,0,0,0,0,1,1
Pierrefitte - Stains,D,RER,11,48.96277628555098,2.3703314284767747,93,0,0,0,0,1,1
Saint-Denis,D,RER,12,48.93482889939617,2.345479004987329,93,0,0,0,0,1,0
Stade de France Saint-Denis,D,RER,13,48.91769737260247,2.3504430479100207,93,0,0,0,0,1,0
Gare du Nord,D,RER,14,48.88230685842714,2.356693437528564,10,0,0,0,0,1,0
Châtelet - Les Halles,D,RER,15,48.86174503191322,2.34697651043533,1,0,0,0,0,1,0
Gare de Lyon,D,RER,16,48.84340211646564,2.376365660931201,12,0,0,1,0,1,0
Maisons-Alfort - Alfortville,D,RER,17,48.80217813521484,2.4264376603578035,94,0,0,0,0,1,0
Le Vert de Maisons,D,RER,18,48.78883131123265,2.4321242678299977,94,0,0,0,0,1,0
Créteil Pompadour,D,RER,19,48.771254072297346,2.435315840251248,94,0,0,0,0,1,0
Villeneuve Triage,D,RER,20,48.744611139140474,2.438697833840877,94,0,0,0,0,1,0
Villeneuve-Saint-Georges,D,RER,21,48.730080267741016,2.446304786739812,94,0,0,0,0,1,0
Vigneux-sur-Seine,D,RER,22,48.70808932141768,2.413499342148242,91,0,0,0,0,1,0
Juvisy,D,RER,23,48.68970940912314,2.383334629403869,91,0,0,0,0,1,0
Grigny Centre,D,RER,24,48.65484195083382,2.39678605544789,91,0,0,0,0,1,0
Orangis Bois de l'Épine,D,RER,25,48.6363396147683,2.40769076622141,91,0,0,0,0,1,0
Évry - Courcouronnes,D,RER,26,48.62588794663492,2.4300329095214526,91,0,0,0,0,1,1
Le Bras de Fer,D,RER,27,48.623306397197155,2.4520047548737254,91,0,0,0,0,1,0
Viry-Châtillon,D,RER,28,48.67590783936994,2.387021960013403,91,0,0,0,0,1,0
Ris-Orangis,D,RER,29,48.659057463386254,2.414997460834355,91,0,0,0,0,1,0
Grand Bourg,D,RER,30,48.64880840591746,2.4348387319350167,91,0,0,0,0,1,0
Évry - Val de Seine,D,RER,31,48.63439299320402,2.4523091616356028,91,0,0,0,0,1,0
Corbeil-Essonnes,D,RER,32,48.61323864277619,2.472467657639279,91,0,0,0,0,1,0
Moulin Galant,D,RER,33,48.58688228073328,2.473444919964576,91,0,0,0,0,1,0
Mennecy,D,RER,34,48.57054850948166,2.4319348900260658,91,0,0,0,0,1,0
Ballancourt,D,RER,35,48.53101531216478,2.3700930488013845,91,0,0,0,0,1,0
La Ferté-Alais,D,RER,36,48.4855007310595,2.352260197381972,91,0,0,0,0,1,0
Boutigny,D,RER,37,48.43442542513416,2.3767454804181263,91,0,0,0,0,1,0
Maisse,D,RER,38,48.39367132989446,2.393493661032251,91,0,0,0,0,1,0
Buno - Gironville,D,RER,39,48.37149489082515,2.3872541083159335,91,0,0,0,0,1,0
Boigneville,D,RER,40,48.341208632507616,2.378618440416535,91,0,0,0,0,1,0
Malesherbes,D,RER,41,48.293633291470464,2.4010364417288774,45,0,0,0,0,1,0
Essonnes Robinson,D,RER,42,48.60581740091332,2.463295818844443,91,0,0,0,0,1,0
Villabé,D,RER,43,48.592814943454,2.461533386360794,91,0,0,0,0,1,0
Le Plessis Chenet,D,RER,44,48.57358727886637,2.4795222910084975,91,0,0,0,0,1,0
Le Coudray-Montceaux,D,RER,45,48.56619819315809,2.492424499497774,91,0,0,0,0,1,0
Saint-Fargeau,D,RER,46,48.56502608446919,2.5426100742385285,77,0,0,0,0,1,0
Ponthierry - Pringy,D,RER,47,48.535084951085466,2.5445365646399507,77,0,0,0,0,1,0
Boissise-le-Roi,D,RER,48,48.52985734002498,2.57179291425262,77,0,0,0,0,1,0
Vosves,D,RER,49,48.51507609100275,2.5994097381795305,77,0,0,0,0,1,0
Montgeron - Crosne,D,RER,50,48.70871108366713,2.461377446437224,91,0,0,0,0,1,0
Yerres,D,RER,51,48.7064507273249,2.483187005163047,91,0,0,0,0,1,0
Brunoy,D,RER,52,48.698914475306886,2.5068503123113692,91,0,0,0,0,1,0
Boussy-Saint-Antoine,D,RER,53,48.68087387117553,2.533195809235637,91,0,0,0,0,1,0
Combs-la-Ville - Quincy,D,RER,54,48.667819721800015,2.5476998823085504,77,0,0,0,0,1,0
Lieusaint - Moissy,D,RER,55,48.62833648393033,2.569507070898012,77,0,0,0,0,1,0
Savigny-le-Temple - Nandy,D,RER,56,48.59548998563483,2.5839359760934313,77,0,0,0,0,1,0
Cesson,D,RER,57,48.56486314053174,2.5946150549367304,77,0,0,0,0,1,0
Le Mée,D,RER,58,48.538746730738936,2.6255537322060074,77,0,0,0,0,1,0
Melun,D,RER,59,48.527491277248295,2.65469836071817,77,0,0,0,0,1,0
Nanterre-La-Folie,E,RER,1,48.897581324774116,2.226568794458685,92,0,0,0,0,1,0
La Défense,E,RER,2,48.892229801568206,2.238418596250407,92,0,0,1,1,1,0
Neuilly - Porte Maillot,E,RER,3,48.878347804048644,2.284217509613705,17,0,0,0,0,1,0
Haussmann Saint-Lazare,E,RER,4,48.874998862001185,2.328646179742093,9,0,0,0,0,1,0
Magenta,E,RER,5,48.88081039411524,2.358695908637114,10,0,0,0,0,1,0
Gare de l'Est,E,RER,6,48.87857171221123,2.360305141171757,10,0,0,0,0,1,0
Rosa Parks,E,RER,7,48.89645824176388,2.3737182728654673,19,0,0,0,0,1,1
Pantin,E,RER,8,48.897987452300434,2.4010414542870944,93,0,0,0,0,1,0
Noisy-le-Sec,E,RER,9,48.8966634168645,2.4591980956866797,93,0,0,0,0,1,0
Bondy,E,RER,10,48.893965864676495,2.4795800358385867,93,0,0,0,0,1,1
Le Raincy - Villemomble - Montfermeil,E,RER,11,48.8888544132907,2.5130610056844116,93,0,0,0,0,1,0
Gagny,E,RER,12,48.883728731604535,2.5254046016945138,93,0,0,0,0,1,0
Le Chénay Gagny,E,RER,13,48.877159125382796,2.5527724908646303,93,0,0,0,0,1,0
Chelles - Gournay,E,RER,14,48.87411948897062,2.5833806594500697,77,0,0,0,0,1,0
Vaires - Torcy,E,RER,15,48.87517306494243,2.637705554664271,77,0,0,0,0,1,0
Rosny Bois Perrier,E,RER,16,48.88258632328664,2.4811863962676766,93,0,0,0,0,1,0
Rosny-sous-Bois,E,RER,17,48.87007067367753,2.4857557993217947,93,0,0,0,0,1,0
Val de Fontenay,E,RER,18,48.85424654032024,2.4890536307751616,94,0,0,0,0,1,0
Nogent - Le Perreux,E,RER,19,48.839991175687295,2.4939549579206104,94,0,0,0,0,1,0
Les Boullereaux Champigny,E,RER,20,48.82486398816196,2.511990843607618,94,0,0,0,0,1,0
Villiers-sur-Marne - Le Plessis-Trévise,E,RER,21,48.82324786783017,2.542644466674205,94,0,0,0,0,1,0
Les Yvris Noisy-le-Grand,E,RER,22,48.82311348135466,2.5799804563719477,93,0,0,0,0,1,0
Émerainville - Pontault-Combault,E,RER,23,48.80587944608123,2.618502939849115,77,0,0,0,0,1,0
Roissy-en-Brie,E,RER,24,48.79563367624288,2.650530702348584,77,0,0,0,0,1,0
Ozoir-la-Ferrière,E,RER,25,48.77076716837013,2.690116190500944,77,0,0,0,0,1,0
Gretz-Armainvilliers,E,RER,26,48.74645539980236,2.727167738339898,77,0,0,0,0,1,0
Tournan,E,RER,27,48.739445157221006,2.7589013341652717,77,0,0,0,0,1,0
Gare du Nord,H,TRAIN,1,48.88230685842714,2.356693437528564,10,0,0,0,0,1,0
Saint-Denis,H,TRAIN,2,48.93482889939617,2.345479004987329,93,0,0,0,0,1,0
Épinay - Villetaneuse,H,TRAIN,3,48.95792884911306,2.3287601965958715,93,0,0,0,0,0,1
Deuil - Montmagny,H,TRAIN,4,48.975925703105524,2.338131209772398,95,0,0,0,0,0,0
Groslay,H,TRAIN,5,48.98436467954606,2.3535217052321715,95,0,0,0,0,0,0
Sarcelles - Saint-Brice,H,TRAIN,6,48.99620491669132,2.3686856352535353,95,0,0,0,0,0,0
Écouen - Ézanville,H,TRAIN,7,49.02319914892831,2.3622367893055722,95,0,0,0,0,0,0
Domont,H,TRAIN,8,49.03284003832482,2.3371269712571614,95,0,0,0,0,0,0
Bouffémont - Moisselles,H,TRAIN,9,49.045103567466136,2.3229000286671555,95,0,0,0,0,0,0
Montsoult - Maffliers,H,TRAIN,10,49.06616021905701,2.3228219079408823,95,0,0,0,0,0,0
Villaines,H,TRAIN,11,49.079264370566555,2.3505357370070645,95,0,0,0,0,0,0
Belloy - Saint-Martin,H,TRAIN,12,49.09838940491585,2.3613265147338978,95,0,0,0,0,0,0
Viarmes,H,TRAIN,13,49.11663481669089,2.3682376422969282,95,0,0,0,0,0,0
Seugy,H,TRAIN,14,49.11912737513361,2.3996583056293246,95,0,0,0,0,0,0
Luzarches,H,TRAIN,15,49.117099228494695,2.4200435326085863,95,0,0,0,0,0,0
Presles - Courcelles,H,TRAIN,16,49.11367528279733,2.2878509419549213,95,0,0,0,0,0,0
Nointel - Mours,H,TRAIN,17,49.13282894869498,2.2799576391232472,95,0,0,0,0,0,0
La Barre Ormesson,H,TRAIN,18,48.96628415206348,2.3167036448125224,95,0,0,0,0,0,0
Enghien-les-Bains,H,TRAIN,19,48.97288052394267,2.3067933741682713,95,0,0,0,0,0,0
Champ de Courses d'Enghien,H,TRAIN,20,48.9796949197308,2.291148632256432,95,0,0,0,0,0,0
Ermont - Eaubonne,H,TRAIN,21,48.98049890628609,2.2707541014797794,95,0,0,0,0,1,0
Cernay,H,TRAIN,22,48.985149200200375,2.257017857907824,95,0,0,0,0,1,0
Franconville - Le Plessis-Bouchard,H,TRAIN,23,48.99374640051787,2.2341907839306554,95,0,0,0,0,1,0
Montigny - Beauchamp,H,TRAIN,24,49.007744118117,2.1965151756043033,95,0,0,0,0,1,0
Pierrelaye,H,TRAIN,25,49.01917957374756,2.1545313948758564,95,0,0,0,0,1,0
Saint-Ouen-l'Aumône Liesse,H,TRAIN,26,49.0341234164973,2.128124092657316,95,0,0,0,0,1,0
Saint-Ouen-l'Aumône,H,TRAIN,27,49.04530690087292,2.105230857870794,95,0,0,0,0,1,0
Pontoise,H,TRAIN,28,49.04673337596684,2.0957859968423524,95,0,0,0,0,1,0
Ermont Halte,H,TRAIN,29,48.990533377371726,2.26320025038274,95,0,0,0,0,0,0
Gros Noyer Saint-Prix,H,TRAIN,30,48.996079034066284,2.2596836105712628,95,0,0,0,0,0,0
Saint-Leu-la-Forêt,H,TRAIN,31,49.01523840177278,2.2428869689226687,95,0,0,0,0,0,0
Vaucelles,H,TRAIN,32,49.02172683988197,2.2294526219892656,95,0,0,0,0,0,0
Taverny,H,TRAIN,33,49.024976382846596,2.222287008769188,95,0,0,0,0,0,0
Bessancourt,H,TRAIN,34,49.03527556641014,2.2103009348975013,95,0,0,0,0,0,0
Frépillon,H,TRAIN,35,49.045277206622124,2.197098920791642,95,0,0,0,0,0,0
Méry-sur-Oise,H,TRAIN,36,49.058277435287074,2.1914182364676797,95,0,0,0,0,0,0
Mériel,H,TRAIN,37,49.07775311707399,2.205438463461229,95,0,0,0,0,0,0
Valmondois,H,TRAIN,38,49.09093718795672,2.2019152338634327,95,0,0,0,0,0,0
L'Isle-Adam - Parmain,H,TRAIN,39,49.11454854558362,2.209941858169547,95,0,0,0,0,0,0
Champagne-sur-Oise,H,TRAIN,40,49.136089580289706,2.242987667830016,95,0,0,0,0,0,0
Persan - Beaumont,H,TRAIN,41,49.147582944600785,2.2777997330536137,95,0,0,0,0,0,0
Épluches,H,TRAIN,42,49.055049202893706,2.1226568963520114,95,0,0,0,0,0,0
Pont Petit,H,TRAIN,43,49.06087605161007,2.131241645234573,95,0,0,0,0,0,0
Chaponval,H,TRAIN,44,49.069127824401804,2.1410848292610347,95,0,0,0,0,0,0
Auvers-sur-Oise,H,TRAIN,45,49.07034498316611,2.174916445478343,95,0,0,0,0,0,0
Bruyères-sur-Oise,H,TRAIN,46,49.15511620671838,2.32483287423228,95,0,0,0,0,0,0
Boran-sur-Oise,H,TRAIN,47,49.16664871633883,2.362237794019318,60,0,0,0,0,0,0
Précy-sur-Oise,H,TRAIN,48,49.20347714232073,2.377341204610025,60,0,0,0,0,0,0
Saint-Leu-d'Esserent,H,TRAIN,49,49.21379460642065,2.417071454431694,60,0,0,0,0,0,0
Creil,H,TRAIN,50,49.264185555044406,2.46892902764167,60,0,0,0,0,1,0
Gare Saint-Lazare,J,TRAIN,1,48.87747568635212,2.3244386552397684,8,0,0,0,0,0,0
Asnières-sur-Seine,J,TRAIN,2,48.90587474197106,2.2832114335873186,92,0,0,0,0,0,0
Houilles - Carrières-sur-Seine,J,TRAIN,3,48.92034757911033,2.1851757042018707,78,0,0,0,0,1,0
Sartrouville,J,TRAIN,4,48.93769529363442,2.1572200388507317,78,0,0,0,0,1,0
Maisons-Laffitte,J,TRAIN,5,48.94574060746957,2.1446722659338855,78,0,0,0,0,1,0
Poissy,J,TRAIN,6,48.93324983956547,2.040804469960689,78,0,0,0,0,1,0
Villennes-sur-Seine,J,TRAIN,7,48.93983138477974,1.999557321396041,78,0,0,0,0,0,0
Vernouillet - Verneuil,J,TRAIN,8,48.981645855003116,1.9829377621754614,78,0,0,0,0,0,0
Les Clairières de Verneuil,J,TRAIN,9,48.99266997269272,1.9552440340828119,78,0,0,0,0,0,0
Les Mureaux,J,TRAIN,10,48.99259097971094,1.9134674211236111,78,0,0,0,0,0,0
Aubergenville Élisabethville,J,TRAIN,11,48.97233225408568,1.8489603900783327,78,0,0,0,0,0,0
Épône - Mézières,J,TRAIN,12,48.96340497197892,1.809133387838305,78,0,0,0,0,0,0
Mantes Station,J,TRAIN,13,48.98360892717879,1.7151334567152097,78,0,0,0,0,0,0
Mantes-la-Jolie,J,TRAIN,14,48.989295021419494,1.703836824856348,78,0,0,0,0,0,0
Rosny-sur-Seine,J,TRAIN,15,48.99751746396684,1.6298170882272784,78,0,0,0,0,0,0
Bonnières,J,TRAIN,16,49.03882194566387,1.5820546885594051,78,0,0,0,0,0,0
Vernon - Giverny,J,TRAIN,17,49.091626659828435,1.477776772218189,27,0,0,0,0,0,0
Bois-Colombes,J,TRAIN,18,48.91419560591249,2.2716490888242244,92,0,0,0,0,0,0
Colombes,J,TRAIN,19,48.92395845032284,2.2593187577109575,92,0,0,0,0,0,0
Le Stade,J,TRAIN,20,48.93172049557505,2.260948512567054,92,0,0,0,0,0,0
Argenteuil,J,TRAIN,21,48.9468952901277,2.257913508915154,95,0,0,0,0,0,0
Sannois,J,TRAIN,22,48.970881176549405,2.263820283806777,95,0,0,0,0,0,0
Ermont - Eaubonne,J,TRAIN,23,48.98049890628609,2.2707541014797794,95,0,0,0,0,1,0
Val d'Argenteuil,J,TRAIN,24,48.95065749524003,2.2326940500534516,95,0,0,0,0,0,0
Cormeilles-en-Parisis,J,TRAIN,25,48.9686435877584,2.1930511780913897,95,0,0,0,0,0,0
La Frette - Montigny,J,TRAIN,26,48.97988373233732,2.180341866372171,95,0,0,0,0,0,0
Herblay,J,TRAIN,27,48.990136140429954,2.1622316587721904,95,0,0,0,0,0,0
Conflans-Sainte-Honorine,J,TRAIN,28,48.996919424234726,2.09871661352047,78,0,0,0,0,0,0
Conflans Fin d'Oise,J,TRAIN,29,48.991156287258484,2.0746499245710193,78,0,0,0,0,1,0
Maurecourt,J,TRAIN,30,48.986862412057214,2.059634534011659,78,0,0,0,0,0,0
Andrésy,J,TRAIN,31,48.974620752632916,2.0486677678528,78,0,0,0,0,0,0
Chanteloup-les-Vignes,J,TRAIN,32,48.97035707590211,2.0276211497651646,78,0,0,0,0,0,0
Triel-sur-Seine,J,TRAIN,33,48.98141600700941,2.005709444143668,78,0,0,0,0,0,0
Vaux-sur-Seine,J,TRAIN,34,49.0073550143858,1.9630264473162566,78,0,0,0,0,0,0
Meulan - Hardricourt,J,TRAIN,35,49.00581615609435,1.9021289902435004,78,0,0,0,0,0,0
Thun le Paradis,J,TRAIN,36,49.006673442207415,1.919170589720022,78,0,0,0,0,0,0
Juziers,J,TRAIN,37,48.99224048747195,1.8449525722587152,78,0,0,0,0,0,0
Gargenville,J,TRAIN,38,48.983003872761415,1.8090110590166268,78,0,0,0,0,0,0
Issou - Porcheville,J,TRAIN,39,48.9793069192499,1.7838404356830648,78,0,0,0,0,0,0
Limay,J,TRAIN,40,48.98420212754175,1.7474125098984148,78,0,0,0,0,0,0
Éragny - Neuville,J,TRAIN,41,49.01790068888594,2.090571123307668,95,0,0,0,0,0,0
Saint-Ouen-l'Aumône Quartier de l'Église,J,TRAIN,42,49.03909361746138,2.1034691329132857,95,0,0,0,0,0,0
Pontoise,J,TRAIN,43,49.04673337596684,2.0957859968423524,95,0,0,0,0,1,0
Osny,J,TRAIN,44,49.06281914403825,2.0581556508746317,95,0,0,0,0,0,0
Boissy-l'Aillerie,J,TRAIN,45,49.07572135804642,2.025386064104548,95,0,0,0,0,0,0
Montgeroult - Courcelles,J,TRAIN,46,49.080811910011626,2.0029460458068105,95,0,0,0,0,0,0
Us,J,TRAIN,47,49.09955483034093,1.9705444983242866,95,0,0,0,0,0,0
Santeuil - Le Perchay,J,TRAIN,48,49.12334471123142,1.949406923865895,95,0,0,0,0,0,0
Chars,J,TRAIN,49,49.16300140123273,1.936865953454158,95,0,0,0,0,0,0
Lavilletertre,J,TRAIN,50,49.20238205277644,1.9205792747729,60,0,0,0,0,0,0
Liancourt-Saint-Pierre,J,TRAIN,51,49.22054256178432,1.9054790812050526,60,0,0,0,0,0,0
Chaumont-en-Vexin,J,TRAIN,52,49.26118959499568,1.8732362595841847,60,0,0,0,0,0,0
Trie-Château,J,TRAIN,53,49.2824007109848,1.818497020989674,60,0,0,0,0,0,0
Gisors,J,TRAIN,54,49.285504693998305,1.7847679942171768,27,0,0,0,0,0,0
Gare du Nord,K,TRAIN,1,48.88230685842714,2.356693437528564,10,0,0,0,0,1,0
Aulnay-sous-Bois,K,TRAIN,2,48.932150935734064,2.495597257086315,93,0,0,0,0,1,1
Mitry - Claye,K,TRAIN,3,48.9757479508066,2.6422341369736606,77,0,0,0,0,1,0
Compans,K,TRAIN,4,48.99132968756663,2.6649599355374893,77,0,0,0,0,0,0
Thieux - Nantouillet,K,TRAIN,5,49.00813565335945,2.6802537675802913,77,0,0,0,0,0,0
Dammartin - Juilly - Saint-Mard,K,TRAIN,6,49.03215183565455,2.699046819624294,77,0,0,0,0,0,0
Le Plessis-Belleville,K,TRAIN,7,49.09632467804431,2.745036686332378,60,0,0,0,0,0,0
Nanteuil-le-Haudouin,K,TRAIN,8,49.14251123380041,2.7941647655566535,60,0,0,0,0,0,0
Ormoy-Villers,K,TRAIN,9,49.20071099536894,2.8379866073485736,60,0,0,0,0,0,0
Crépy-en-Valois,K,TRAIN,10,49.23108254935135,2.8880999806451184,60,0,0,0,0,0,0
Gare Saint-Lazare,L,TRAIN,1,48.87747568635212,2.3244386552397684,8,0,0,0,0,0,0
Pont Cardinet,L,TRAIN,2,48.88839532721545,2.312950431098551,17,0,0,1,0,0,0
Clichy - Levallois,L,TRAIN,3,48.897501127112044,2.2974715210323566,92,0,0,0,0,0,0
Asnières-sur-Seine,L,TRAIN,4,48.90587474197106,2.2832114335873186,92,0,0,0,0,0,0
Bécon les Bruyères,L,TRAIN,5,48.90549079769296,2.268790065027107,92,0,0,0,0,0,0
Courbevoie,L,TRAIN,6,48.89861561377405,2.249189818087758,92,0,0,0,0,0,0
La Défense,L,TRAIN,7,48.892229801568206,2.238418596250407,92,0,0,1,1,1,0
Puteaux,L,TRAIN,8,48.8833721630466,2.2336164976472146,92,0,0,0,0,0,1
Suresnes Mont Valérien,L,TRAIN,9,48.871689522026664,2.2210567895582143,92,0,0,0,0,0,0
Le Val d'Or,L,TRAIN,10,48.85625374079433,2.2165513289937904,92,0,0,0,0,0,0
Saint-Cloud,L,TRAIN,11,48.846058536430505,2.2176312182469986,92,0,0,0,0,0,0
Sèvres - Ville-d'Avray,L,TRAIN,12,48.827253206930806,2.2007294495659546,92,0,0,0,0,0,0
Chaville Rive Droite,L,TRAIN,13,48.81299614830529,2.1885894806735937,92,0,0,0,0,0,0
Viroflay Rive Droite,L,TRAIN,14,48.805472581494975,2.1676545647835206,78,0,0,0,0,0,0
Montreuil,L,TRAIN,15,48.805965217521,2.1528278413582385,78,0,0,0,0,0,0
Versailles Rive Droite,L,TRAIN,16,48.80949051640336,2.1368871000602927,78,0,0,0,0,0,0
Garches - Marnes-la-Coquette,L,TRAIN,17,48.838254440887944,2.187092668770097,92,0,0,0,0,0,0
Vaucresson,L,TRAIN,18,48.836684490249404,2.152674671677768,92,0,0,0,0,0,0
La Celle-Saint-Cloud,L,TRAIN,19,48.84262523059504,2.138236726142033,78,0,0,0,0,0,0
Bougival,L,TRAIN,20,48.85379323051655,2.132028029856739,78,0,0,0,0,0,0
Louveciennes,L,TRAIN,21,48.8612602848357,2.1227777344789676,78,0,0,0,0,0,0
Marly-le-Roi,L,TRAIN,22,48.87152941199376,2.0965372930677657,78,0,0,0,0,0,0
L'Étang-la-Ville,L,TRAIN,23,48.86818814962987,2.076893601882248,78,0,0,0,0,0,0
Saint-Nom-la-Bretèche Forêt de Marly,L,TRAIN,24,48.867096240827834,2.051299627156171,78,0,0,0,0,0,0
Les Vallées,L,TRAIN,25,48.91365276270651,2.2572045759752384,92,0,0,0,0,0,0
La Garenne-Colombes,L,TRAIN,26,48.90957685679064,2.2397947530458273,92,0,0,0,0,0,0
Nanterre Université,L,TRAIN,27,48.90112974604822,2.213536495127317,92,0,0,0,0,1,0
Houilles - Carrières-sur-Seine,L,TRAIN,28,48.92034757911033,2.1851757042018707,78,0,0,0,0,1,0
Sartrouville,L,TRAIN,29,48.93769529363442,2.1572200388507317,78,0,0,0,0,1,0
Maisons-Laffitte,L,TRAIN,30,48.94574060746957,2.1446722659338855,78,0,0,0,0,1,0
Achères Grand Cormier,L,TRAIN,31,48.95541092942684,2.0936529195192275,78,0,0,0,0,1,0
Poissy,L,TRAIN,32,48.93324983956547,2.040804469960689,78,0,0,0,0,1,0
Achères Ville,L,TRAIN,33,48.970643570814424,2.0777265246565433,78,0,0,0,0,1,0
Conflans Fin d'Oise,L,TRAIN,34,48.991156287258484,2.0746499245710193,78,0,0,0,0,1,0
Neuville Université,L,TRAIN,35,49.01374275942672,2.078348820578231,95,0,0,0,0,1,0
Cergy Préfecture,L,TRAIN,36,49.036306683133965,2.0797809490013073,95,0,0,0,0,1,0
Cergy Saint-Christophe,L,TRAIN,37,49.049642166828754,2.0345219282999176,95,0,0,0,0,1,0
Cergy le Haut,L,TRAIN,38,49.04823262405815,2.011579068023536,95,0,0,0,0,1,0
Gare Montparnasse,N,TRAIN,1,48.83841119933774,2.316388731382968,15,0,0,0,1,0,0
Vanves - Malakoff,N,TRAIN,2,48.81828945559893,2.2919742374890983,92,0,0,0,0,0,0
Clamart,N,TRAIN,3,48.814225639142954,2.274243860950152,92,0,0,0,0,0,0
Meudon,N,TRAIN,4,48.81436409632574,2.2428787225795106,92,0,0,0,0,0,0
Gare de Bellevue,N,TRAIN,5,48.818872981385084,2.2299563222165655,92,0,0,0,0,0,0
Sèvres Rive Gauche,N,TRAIN,6,48.82121360785643,2.215079572125279,92,0,0,0,0,0,0
Chaville Rive Gauche,N,TRAIN,7,48.8051904761828,2.189425762809199,92,0,0,0,0,0,0
Viroflay Rive Gauche,N,TRAIN,8,48.800665521455045,2.17158260741522,78,0,0,0,0,1,0
Versailles Chantiers,N,TRAIN,9,48.79526039893613,2.1349078603373464,78,0,0,0,0,1,0
Saint-Cyr,N,TRAIN,10,48.79877460471833,2.072712440765476,78,0,0,0,0,1,1
Saint-Quentin en Yvelines - Montigny-le-Bretonneux,N,TRAIN,11,48.78748491597792,2.044615988930814,78,0,0,0,0,1,0
Trappes,N,TRAIN,12,48.7747853970692,2.0065902166898377,78,0,0,0,0,0,0
La Verrière,N,TRAIN,13,48.7551716132828,1.943057018064192,78,0,0,0,0,0,0
Coignières,N,TRAIN,14,48.74374799338111,1.9214184023981655,78,0,0,0,0,0,0
Les Essarts-le-Roi,N,TRAIN,15,48.721693353095276,1.8896613918946876,78,0,0,0,0,0,0
Le Perray,N,TRAIN,16,48.69336112490438,1.8566531860615936,78,0,0,0,0,0,0
Rambouillet,N,TRAIN,17,48.6438460126836,1.832207614506548,78,0,0,0,0,0,0
Fontenay-le-Fleury,N,TRAIN,18,48.807273444277804,2.0407045118857456,78,0,0,0,0,0,0
Villepreux - Les Clayes,N,TRAIN,19,48.82366793006802,1.992798523459497,78,0,0,0,0,0,0
Plaisir - Les Clayes,N,TRAIN,20,48.830838967119995,1.960091444651348,78,0,0,0,0,0,0
Plaisir - Grignon,N,TRAIN,21,48.831926089228816,1.943537514733802,78,0,0,0,0,0,0
Gare de Villiers Neauphle Pontchartrain,N,TRAIN,22,48.81532337552301,1.8775357849413559,78,0,0,0,0,0,0
Montfort-l'Amaury - Méré,N,TRAIN,23,48.802662371849536,1.8158352700699214,78,0,0,0,0,0,0
Garancières - La Queue,N,TRAIN,24,48.810463686279576,1.7645793224017485,78,0,0,0,0,0,0
Orgerus - Béhoust,N,TRAIN,25,48.82662740630846,1.7030300359022215,78,0,0,0,0,0,0
Tacoignières - Richebourg,N,TRAIN,26,48.829319654250604,1.6686619019959739,78,0,0,0,0,0,0
Houdan,N,TRAIN,27,48.79602555328117,1.6021344463889766,78,0,0,0,0,0,0
Marchezais - Broué,N,TRAIN,28,48.76839076858962,1.5135715190299066,28,0,0,0,0,0,0
Dreux,N,TRAIN,29,48.731106368847485,1.3704314171005363,28,0,0,0,0,0,0
Beynes,N,TRAIN,30,48.860056612665424,1.8755955719389825,78,0,0,0,0,0,0
Mareil-sur-Mauldre,N,TRAIN,31,48.89302020567544,1.8718488171877579,78,0,0,0,0,0,0
Maule,N,TRAIN,32,48.90932809474093,1.8568974216555532,78,0,0,0,0,0,0
Nézel - Aulnay,N,TRAIN,33,48.93882932493657,1.8404153320794885,78,0,0,0,0,0,0
Épône - Mézières,N,TRAIN,34,48.96340497197892,1.809133387838305,78,0,0,0,0,0,0
Mantes-la-Jolie,N,TRAIN,35,48.989295021419494,1.703836824856348,78,0,0,0,0,0,0
Gare de l'Est,P,TRAIN,1,48.87857171221123,2.360305141171757,10,0,0,0,0,1,0
Chelles - Gournay,P,TRAIN,2,48.87411948897062,2.5833806594500697,77,0,0,0,0,1,0
Vaires - Torcy,P,TRAIN,3,48.87517306494243,2.637705554664271,77,0,0,0,0,1,0
Lagny - Thorigny,P,TRAIN,4,48.8821904179895,2.7059554888008988,77,0,0,0,0,0,0
Esbly,P,TRAIN,5,48.902895083058525,2.809640025507793,77,0,0,0,0,0,1
Meaux,P,TRAIN,6,48.9566203252873,2.8733082321502925,77,0,0,0,0,0,0
Trilport,P,TRAIN,7,48.96016915361593,2.949685912410061,77,0,0,0,0,0,0
Changis - Saint-Jean,P,TRAIN,8,48.95916631326023,3.026089283734262,77,0,0,0,0,0,0
La Ferté-sous-Jouarre,P,TRAIN,9,48.95078183142266,3.124704606439104,77,0,0,0,0,0,0
Nanteuil - Saâcy,P,TRAIN,10,48.97400193831618,3.2194260927085296,77,0,0,0,0,0,0
Nogent-L'Artaud - Charly,P,TRAIN,11,48.96871609894733,3.3228476502480797,2,0,0,0,0,0,0
Chézy-sur-Marne,P,TRAIN,12,48.99188251331995,3.3644154018991057,2,0,0,0,0,0,0
